name,brand,price,url,year,origin,transmission,body_type,engine,drive,mileage_km,seats,doors,exterior_color,interior_color,condition
Toyota Corolla altis .0V,Toyota,358 Triệu,https://bonbanh.com/xe-toyota-corolla_altis-2.0v-2014-6460871,2014,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,FWD - Dẫn động cầu trước,80000,5,4,Đen,Kem,Xe đã dùng
Honda Civic,Honda,218 Triệu,https://bonbanh.com/xe-honda-civic-1.8-at-2009-6444580,2009,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.8 L,FWD - Dẫn động cầu trước,90000,5,4,Bạc,Kem,Xe đã dùng
Lexus GX,Lexus,520 Triệu,https://bonbanh.com/xe-lexus-gx-470-2005-6428676,2005,Nhập khẩu,Số tự động,SUV,Xăng 4.7 L,AWD - 4 bánh toàn thời gian,100000,7,5,Đen,Ghi,Xe đã dùng
Mitsubishi Pajero,Mitsubishi,122 Triệu,https://bonbanh.com/xe-mitsubishi-pajero-3.0-2004-6465862,2004,Nhập khẩu,Số tay,SUV,Xăng 3.0 L,4WD - Dẫn động 4 bánh,8000,7,5,Xanh,Ghi,Xe đã dùng
Toyota Innova .0E,Toyota,238 Triệu,https://bonbanh.com/xe-toyota-innova-2.0e-2014-6469215,2014,Lắp ráp trong nước,Số tay,Crossover,Xăng 2.0 L,RFD - Dẫn động cầu sau,90000,8,5,Bạc,Kem,Xe đã dùng
Lexus ES,Lexus,990 Triệu,https://bonbanh.com/xe-lexus-es-350-2016-6480547,2016,Nhập khẩu,Số tự động,Sedan,Xăng 3.5 L,FWD - Dẫn động cầu trước,70000,5,4,Đen,Kem,Xe đã dùng
Lexus RX 400h,Lexus,455 Triệu,https://bonbanh.com/xe-lexus-rx-400h-2007-6480123,2007,Nhập khẩu,Số tự động,SUV,Hybrid 3.3 L,AWD - 4 bánh toàn thời gian,98000,5,5,Bạc,Ghi,Xe đã dùng
Mitsubishi Pajero,Mitsubishi,122 Triệu,https://bonbanh.com/xe-mitsubishi-pajero-3.0-2004-6465862,2004,Nhập khẩu,Số tay,SUV,Xăng 3.0 L,4WD - Dẫn động 4 bánh,8000,7,5,Xanh,Ghi,Xe đã dùng
Toyota Innova .0E,Toyota,238 Triệu,https://bonbanh.com/xe-toyota-innova-2.0e-2014-6469215,2014,Lắp ráp trong nước,Số tay,Crossover,Xăng 2.0 L,RFD - Dẫn động cầu sau,90000,8,5,Bạc,Kem,Xe đã dùng
Lexus ES,Lexus,990 Triệu,https://bonbanh.com/xe-lexus-es-350-2016-6480547,2016,Nhập khẩu,Số tự động,Sedan,Xăng 3.5 L,FWD - Dẫn động cầu trước,70000,5,4,Đen,Kem,Xe đã dùng
Lexus RX 400h,Lexus,455 Triệu,https://bonbanh.com/xe-lexus-rx-400h-2007-6480123,2007,Nhập khẩu,Số tự động,SUV,Hybrid 3.3 L,AWD - 4 bánh toàn thời gian,98000,5,5,Bạc,Ghi,Xe đã dùng
Hyundai SantaFe,Hyundai,709 Triệu,https://bonbanh.com/xe-hyundai-santafe-2.2l-4wd-2018-6481314,2018,Lắp ráp trong nước,Số tự động,SUV,Dầu 2.2 L,4WD - Dẫn động 4 bánh,69000,7,5,Bạc,Ghi,Xe đã dùng
Lexus RX,Lexus,2 Tỷ 75 Triệu,https://bonbanh.com/xe-lexus-rx-300-2018-6481283,2018,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,72000,5,5,Xanh,Nâu,Xe đã dùng
Toyota Corolla Cross .8G,Toyota,625 Triệu,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2021-6471779,2021,Nhập khẩu,Số tự động,SUV,Xăng 1.8 L,FWD - Dẫn động cầu trước,60000,5,5,Nâu,Nâu,Xe đã dùng
Mazda CX3 Premium,Mazda,535 Triệu,https://bonbanh.com/xe-mazda-cx3-premium-1.5-at-2021-6462281,2021,Nhập khẩu,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,18000,5,5,Trắng,Đen,Xe đã dùng
Honda CRV E,Honda,659 Triệu,https://bonbanh.com/xe-honda-crv-e-2019-6481807,2019,Nhập khẩu,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,70000,7,5,Đen,Kem,Xe đã dùng
Honda CRV L,Honda,733 Triệu,https://bonbanh.com/xe-honda-crv-l-2019-6357209,2019,Nhập khẩu,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,50000,7,5,Trắng,Đen,Xe đã dùng
Audi A4,Audi,245 Triệu,https://bonbanh.com/xe-audi-a4-1.8t-2011-6485158,2011,Nhập khẩu,Số tự động,Sedan,Xăng 1.8 L,FWD - Dẫn động cầu trước,120452,5,4,Trắng,Kem,Xe đã dùng
Hyundai SantaFe,Hyundai,415 Triệu,https://bonbanh.com/xe-hyundai-santafe-2.0l-2012-6441836,2012,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,FWD - Dẫn động cầu trước,80000,7,5,Bạc,Đen,Xe đã dùng
Mazda CX5 Signature Premium I Activ,Mazda,695 Triệu,https://bonbanh.com/xe-mazda-cx5-2.5-signature-premium-awd-i-activ-2020-6284704,2020,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,AWD - 4 bánh toàn thời gian,60000,5,5,Đỏ,Xám,Xe đã dùng
Toyota Vios E,Toyota,410 Triệu,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-6201592,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,40000,5,4,Vàng,Kem,Xe đã dùng
Toyota Corolla altis .8G,Toyota,210 Triệu,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2009-6472834,2009,Lắp ráp trong nước,Số tay,Sedan,Xăng 1.8 L,FWD - Dẫn động cầu trước,90000,5,4,Đen,Xám,Xe đã dùng
Toyota Innova .0E,Toyota,290 Triệu,https://bonbanh.com/xe-toyota-innova-2.0e-2014-6000829,2014,Lắp ráp trong nước,Số tay,Crossover,Xăng 2.0 L,RFD - Dẫn động cầu sau,80000,8,5,Bạc,Xám,Xe đã dùng
Mazda,Mazda,325 Triệu,https://bonbanh.com/xe-mazda-2-1.5-at-2017-6369557,2017,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,60000,5,4,Xám,Xám,Xe đã dùng
Toyota Camry .5G,Toyota,440 Triệu,https://bonbanh.com/xe-toyota-camry-2.5g-2013-6381220,2013,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,60000,5,4,Đen,Xám,Xe đã dùng
Toyota Vios .5G,Toyota,410 Triệu,https://bonbanh.com/xe-toyota-vios-1.5g-cvt-2021-6431557,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,50000,5,4,Đen,Xám,Xe đã dùng
Honda CRV,Honda,425 Triệu,https://bonbanh.com/xe-honda-crv-2.4-at-2013-6346742,2013,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,FWD - Dẫn động cầu trước,90000,5,5,Nâu,Xám,Xe đã dùng
Hyundai i10 Grand,Hyundai,140 Triệu,https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-2014-6485154,2014,Nhập khẩu,Số tay,Hatchback,Xăng 1.0 L,FWD - Dẫn động cầu trước,120000,5,5,Bạc,Kem,Xe đã dùng
Toyota Innova .0E,Toyota,385 Triệu,https://bonbanh.com/xe-toyota-innova-2.0e-2017-6485161,2017,Lắp ráp trong nước,Số tay,Crossover,Xăng 2.0 L,RFD - Dẫn động cầu sau,120000,8,5,Bạc,Nâu,Xe đã dùng
Ford Ranger XLS,Ford,499 Triệu,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2019-6289554,2019,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.2 L,RFD - Dẫn động cầu sau,80000,5,4,Trắng,Đen,Xe đã dùng
Suzuki Swift,Suzuki,255 Triệu,https://bonbanh.com/xe-suzuki-swift-1.4-at-2014-6424044,2014,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.4 L,FWD - Dẫn động cầu trước,99000,5,5,Cam,Cam,Xe đã dùng
Mazda Sport Luxury,Mazda,436 Triệu,https://bonbanh.com/xe-mazda-2-sport-luxury-2022-6477705,2022,Nhập khẩu,Số tự động,Hatchback,Xăng 1.5 L,FWD - Dẫn động cầu trước,26000,5,5,Trắng,Nhiều màu,Xe đã dùng
Audi Q5,Audi,1 Tỷ 100 Triệu,https://bonbanh.com/xe-audi-q5-2.0-at-2017-6485127,2017,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,77000,5,5,Đen,Đen,Xe đã dùng
Honda CRV,Honda,499 Triệu,https://bonbanh.com/xe-honda-crv-2.4-at-2016-6485139,2016,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,FWD - Dẫn động cầu trước,90100,5,5,Trắng,Đen,Xe đã dùng
Volkswagen T Cross Luxury,Volkswagen,779 Triệu,https://bonbanh.com/xe-volkswagen-t-cross-luxury-1.0-at-2023-6397473,2023,Nhập khẩu,Số tự động,Crossover,Xăng 1.0 L,FWD - Dẫn động cầu trước,5000,5,5,Trắng,Nhiều màu,Xe đã dùng
Lexus RX,Lexus,2 Tỷ 279 Triệu,https://bonbanh.com/xe-lexus-rx-350-2016-6485128,2016,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,AWD - 4 bánh toàn thời gian,79000,5,5,Đen,Đen,Xe đã dùng
Lexus RX,Lexus,2 Tỷ 460 Triệu,https://bonbanh.com/xe-lexus-rx-300-2019-6423959,2019,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,59000,5,5,Đen,Nâu,Xe đã dùng
Mercedes Benz E class E200 Exclusive,Mercedes,1 Tỷ 899 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-6084504,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,16500,5,4,Đen,Nâu,Xe đã dùng
BMW X4 xDrive20i M Sport,BMW,2 Tỷ 439 Triệu,https://bonbanh.com/xe-bmw-x4-xdrive20i-m-sport-2023-6464215,2023,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,14000,5,5,Đen,Nâu,Xe đã dùng
MG ZS Standard,MG,455 Triệu,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2024-6485118,2024,Nhập khẩu,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,5000,5,5,Đen,Đen,Xe đã dùng
Honda CRV,Honda,555 Triệu,https://bonbanh.com/xe-honda-crv-2.4-at-2017-6480168,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,FWD - Dẫn động cầu trước,91000,5,5,Nâu,Đen,Xe đã dùng
Hyundai SantaFe Premium HTRAC,Hyundai,789 Triệu,https://bonbanh.com/xe-hyundai-santafe-premium-2.4l-htrac-2020-6483019,2020,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,AWD - 4 bánh toàn thời gian,60100,7,5,Vàng,Nâu,Xe đã dùng
VinFast VF8 Eco,Vinfast,660 Triệu,https://bonbanh.com/xe-vinfast-vf8-eco-2023-6391696,2023,Lắp ráp trong nước,Số tự động,SUV,Điện 0.2 L,AWD - 4 bánh toàn thời gian,52000,5,5,Đen,Đen,Xe đã dùng
Mazda Sport Signature Premium,Mazda,485 Triệu,https://bonbanh.com/xe-mazda-3-2.0l-sport-signature-premium-2019-6390300,2019,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 2.0 L,FWD - Dẫn động cầu trước,36500,5,5,Trắng,Đỏ,Xe đã dùng
Mercedes Benz E class E200 Exclusive,Mercedes,1 Tỷ 499 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-6026796,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,38000,5,4,Đỏ,Đen,Xe đã dùng
Mazda CX5,Mazda,550 Triệu,https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-6480966,2018,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,740000,5,5,Đen,Đen,Xe đã dùng
Mazda Deluxe,Mazda,495 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2022-6484744,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,42000,5,4,Đỏ,Đen,Xe đã dùng
Mazda Sport Signature Premium,Mazda,485 Triệu,https://bonbanh.com/xe-mazda-3-2.0l-sport-signature-premium-2019-6390300,2019,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 2.0 L,FWD - Dẫn động cầu trước,36500,5,5,Trắng,Đỏ,Xe đã dùng
Mercedes Benz E class E200 Exclusive,Mercedes,1 Tỷ 499 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-6026796,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,38000,5,4,Đỏ,Đen,Xe đã dùng
Mazda CX5,Mazda,550 Triệu,https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-6480966,2018,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,740000,5,5,Đen,Đen,Xe đã dùng
Mazda Deluxe,Mazda,495 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2022-6484744,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,42000,5,4,Đỏ,Đen,Xe đã dùng
Toyota Alphard Luxury Executive Lounge,Toyota,4 Tỷ 650 Triệu,https://bonbanh.com/xe-toyota-alphard-luxury-executive-lounge-2023-6485089,2023,Nhập khẩu,Số tự động,Van/Minivan,Xăng 3.5 L,FWD - Dẫn động cầu trước,29000,7,5,Đen,Kem,Xe đã dùng
Toyota Vios .5E,Toyota,185 Triệu,https://bonbanh.com/xe-toyota-vios-1.5e-2010-6098544,2010,Lắp ráp trong nước,Số tay,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,11000,5,4,Xanh,Kem,Xe đã dùng
Volvo XC90 Ultimate B6,Volvo,2 Tỷ 999 Triệu,https://bonbanh.com/xe-volvo-xc90-ultimate-b6-awd-2022-6181051,2022,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,70000,7,5,Vàng,Nâu,Xe đã dùng
Lexus RX,Lexus,2 Tỷ 899 Triệu,https://bonbanh.com/xe-lexus-rx-300-2022-6384796,2022,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,21000,5,5,Đỏ,Nâu,Xe đã dùng
Mazda CX5,Mazda,505 Triệu,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2017-6369429,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,FWD - Dẫn động cầu trước,74000,5,5,Trắng,Đen,Xe đã dùng
Toyota Camry .5G,Toyota,615 Triệu,https://bonbanh.com/xe-toyota-camry-2.5g-2017-6479281,2017,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,81000,5,4,Đen,Kem,Xe đã dùng
Kia Carnival Premium .2D,Kia,1 Tỷ 95 Triệu,https://bonbanh.com/xe-kia-carnival-premium-2.2d-2022-6241180,2022,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,79000,7,5,Xanh,Nhiều màu,Xe đã dùng
Lexus LX Super Sport MBS,Lexus,6 Tỷ 500 Triệu,https://bonbanh.com/xe-lexus-lx-super-sport-mbs-2018-6485082,2018,Nhập khẩu,Số tự động,SUV,Xăng,4WD - Dẫn động 4 bánh,80000,4,5,Đen,Nâu,Xe đã dùng
Mercedes Benz G class G63 AMG,Mercedes,9 Tỷ 889 Triệu,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2022-6375033,2022,Nhập khẩu,Số tự động,SUV,Xăng 4.0 L,AWD - 4 bánh toàn thời gian,5400,5,5,Xanh,Đen,Xe đã dùng
Mercedes Benz G class G63 AMG,Mercedes,10 Tỷ 299 Triệu,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2021-6307330,2021,Nhập khẩu,Số tự động,SUV,Xăng 4.0 L,AWD - 4 bánh toàn thời gian,450,5,5,Trắng,Đỏ,Xe đã dùng
Hyundai Accent Đặc biệt,Hyundai,499 Triệu,https://bonbanh.com/xe-hyundai-accent-dac-biet-1.5-at-2024-6469805,2024,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,18000,5,4,Trắng,Đen,Xe đã dùng
Mazda Luxury,Mazda,569 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2023-6448905,2023,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,38000,5,4,Trắng,Đen,Xe đã dùng
Mercedes Benz E class E200,Mercedes,525 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2014-6341682,2014,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,60000,5,4,Đen,Kem,Xe đã dùng
Ford Everest Titanium,Ford,1 Tỷ 10 Triệu,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2022-6366176,2022,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,4WD - Dẫn động 4 bánh,40000,7,5,Trắng,Đen,Xe đã dùng
Ford Everest Titanium,Ford,868 Triệu,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2020-6467298,2020,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,4WD - Dẫn động 4 bánh,88000,7,5,Đen,Kem,Xe đã dùng
Chevrolet Spark Duo Van,Chevrolet,125 Triệu,https://bonbanh.com/xe-chevrolet-spark-duo-van-1.2-mt-2018-6463626,2018,Lắp ráp trong nước,Số tay,Van/Minivan,Xăng 1.2 L,FWD - Dẫn động cầu trước,97000,2,5,Xanh,Đen,Xe đã dùng
Toyota Yaris,Toyota,369 Triệu,https://bonbanh.com/xe-toyota-yaris-1.3-at-2010-6384022,2010,Nhập khẩu,Số tự động,Sedan,Xăng 1.3 L,FWD - Dẫn động cầu trước,39999,5,4,Bạc,Kem,Xe đã dùng
Honda Brio RS,Honda,363 Triệu,https://bonbanh.com/xe-honda-brio-rs-2021-6439828,2021,Nhập khẩu,Số tự động,Hatchback,Xăng 1.2 L,FWD - Dẫn động cầu trước,0,5,5,Đỏ,Đen,Xe đã dùng
Toyota Yaris .5E,Toyota,330 Triệu,https://bonbanh.com/xe-toyota-yaris-1.5e-2016-6410324,2016,Nhập khẩu,Số tự động,Hatchback,Xăng 1.5 L,FWD - Dẫn động cầu trước,69999,5,5,Đỏ,-,Xe đã dùng
Kia Morning Si,Kia,222 Triệu,https://bonbanh.com/xe-kia-morning-si-at-2015-6478083,2015,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.25 L,FWD - Dẫn động cầu trước,0,5,5,Xanh,Đen,Xe đã dùng
Ford Everest Platinum,Ford,1 Tỷ 586 Triệu,https://bonbanh.com/xe-ford-everest-platinum-2.0l-4x4-at-2024-6466733,2024,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,4WD - Dẫn động 4 bánh,0,7,5,Trắng,Đen,Xe đã dùng
Honda Brio RS,Honda,375 Triệu,https://bonbanh.com/xe-honda-brio-rs-2021-6485021,2021,Nhập khẩu,Số tự động,Hatchback,Xăng 1.2 L,FWD - Dẫn động cầu trước,26000,5,5,Trắng,Đen,Xe đã dùng
Mercedes Benz S class S450 4Matic Luxury,Mercedes,5 Tỷ 99 Triệu,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-luxury-2023-6145228,2023,Nhập khẩu,Số tự động,Sedan,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,0,5,4,Đen,Nâu,Xe đã dùng
Kia Morning SLX,Kia,146 Triệu,https://bonbanh.com/xe-kia-morning-slx-1.0-at-2009-6464483,2009,Nhập khẩu,Số tự động,Hatchback,Xăng 1.0 L,FWD - Dẫn động cầu trước,0,5,5,Nâu,Đen,Xe đã dùng
Hyundai Elantra Sport,Hyundai,513 Triệu,https://bonbanh.com/xe-hyundai-elantra-sport-1.6-at-2020-6484846,2020,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.6 L,FWD - Dẫn động cầu trước,53000,5,4,Đen,Đen,Xe đã dùng
Mercedes Benz G class G63 AMG,Mercedes,8 Tỷ 199 Triệu,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2021-6468416,2021,Nhập khẩu,Số tự động,SUV,Xăng 4.0 L,AWD - 4 bánh toàn thời gian,30000,5,5,Đen,Vàng,Xe đã dùng
Kia Sportage,Kia,460 Triệu,https://bonbanh.com/xe-kia-sportage-2.0-at-2015-6322879,2015,Nhập khẩu,Số tự động,Crossover,Xăng 2.0 L,FWD - Dẫn động cầu trước,130000,5,5,Trắng,Xám,Xe đã dùng
Toyota Zace GL,Toyota,145 Triệu,https://bonbanh.com/xe-toyota-zace-gl-2005-6435472,2005,Lắp ráp trong nước,Số tay,SUV,Xăng 1.8 L,RFD - Dẫn động cầu sau,150000,8,5,Xanh,Kem,Xe đã dùng
Mazda BT50,Mazda,405 Triệu,https://bonbanh.com/xe-mazda-bt50-2.2l-4x4-mt-2018-6436242,2018,Nhập khẩu,Số tay,Bán tải / Pickup,Dầu 2.2 L,4WD - Dẫn động 4 bánh,92000,5,4,Trắng,Đen,Xe đã dùng
Hyundai SantaFe,Hyundai,560 Triệu,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2016-6477667,2016,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,4WD - Dẫn động 4 bánh,88000,7,5,Trắng,Nâu,Xe đã dùng
Mazda,Mazda,399 Triệu,https://bonbanh.com/xe-mazda-3-2.0-at-2015-6322870,2015,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,FWD - Dẫn động cầu trước,60000,5,4,Đỏ,Đen,Xe đã dùng
Ford Ranger XLS,Ford,499 Triệu,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2019-6437104,2019,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.2 L,RFD - Dẫn động cầu sau,90000,5,4,Bạc,Đen,Xe đã dùng
VinFast Lux A Premium,Vinfast,555 Triệu,https://bonbanh.com/xe-vinfast-lux_a_2.0-premium-2.0-at-2020-6233055,2020,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,70000,5,4,Xám,Nâu,Xe đã dùng
Kia Sorento GAT,Kia,460 Triệu,https://bonbanh.com/xe-kia-sorento-gat-2017-6267905,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,FWD - Dẫn động cầu trước,88000,7,5,Trắng,Nhiều màu,Xe đã dùng
Mitsubishi Triton Athlete Mivec,Mitsubishi,630 Triệu,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-mivec-2021-6469672,2021,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.4 L,4WD - Dẫn động 4 bánh,90000,5,4,Trắng,Nhiều màu,Xe đã dùng
Honda CRV TG,Honda,550 Triệu,https://bonbanh.com/xe-honda-crv-2.4-at---tg-2017-6449588,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,FWD - Dẫn động cầu trước,86000,5,5,Đen,Đen,Xe đã dùng
VinFast Lux A Premium,Vinfast,555 Triệu,https://bonbanh.com/xe-vinfast-lux_a_2.0-premium-2.0-at-2020-6233055,2020,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,70000,5,4,Xám,Nâu,Xe đã dùng
Kia Sorento GAT,Kia,460 Triệu,https://bonbanh.com/xe-kia-sorento-gat-2017-6267905,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,FWD - Dẫn động cầu trước,88000,7,5,Trắng,Nhiều màu,Xe đã dùng
Mitsubishi Triton Athlete Mivec,Mitsubishi,630 Triệu,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-mivec-2021-6469672,2021,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.4 L,4WD - Dẫn động 4 bánh,90000,5,4,Trắng,Nhiều màu,Xe đã dùng
Honda CRV TG,Honda,550 Triệu,https://bonbanh.com/xe-honda-crv-2.4-at---tg-2017-6449588,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,FWD - Dẫn động cầu trước,86000,5,5,Đen,Đen,Xe đã dùng
Mazda Luxury,Mazda,550 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-6168508,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,60000,5,4,Đen,Đen,Xe đã dùng
Kia Carens .5G IVT,Kia,595 Triệu,https://bonbanh.com/xe-kia-carens-1.5g-ivt-2024-6485002,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,20000,7,5,Đỏ,Đen,Xe đã dùng
Porsche Carrera,Porsche,6 Tỷ 700 Triệu,https://bonbanh.com/xe-porsche-911-carrera-2021-6479811,2021,Nhập khẩu,Số tự động,Coupe,Xăng 3.0 L,RFD - Dẫn động cầu sau,19000,4,2,Cam,Đỏ,Xe đã dùng
Porsche Cayenne Coupe,Porsche,5 Tỷ 279 Triệu,https://bonbanh.com/xe-porsche-cayenne-coupe-2022-6394297,2022,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,10000,5,5,Nâu,Nâu,Xe đã dùng
Mazda Sport Luxury,Mazda,570 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-sport-luxury-2022-6291670,2022,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.5 L,FWD - Dẫn động cầu trước,46000,5,5,Đỏ,Đen,Xe đã dùng
Kia Cerato,Kia,425 Triệu,https://bonbanh.com/xe-kia-cerato-1.6-at-2018-6390458,2018,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.6 L,FWD - Dẫn động cầu trước,72000,5,4,Đỏ,Kem,Xe đã dùng
Volvo XC60 T6 Inscription,Volvo,1 Tỷ 280 Triệu,https://bonbanh.com/xe-volvo-xc60-t6-awd-inscription-2019-6348290,2019,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,74000,5,5,Xanh,Nâu,Xe đã dùng
Mitsubishi Outlander,Mitsubishi,685 Triệu,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2022-6480646,2022,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,60000,7,5,Trắng,Đen,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,889 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-6484990,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,50000,5,5,Đỏ,Kem,Xe đã dùng
